Nama,URL,Lokasi,Tipe Kuliner,Rasa,Suasana,Harga : Rasa,Pelayanan,Kebersihan,Jam Buka,Pembayaran,Fasilitas,Alamat,Telepon,Price per Person
"RM Pagi Sore 
                [ Indonesia ]",https://pergikuliner.com/restaurants/jakarta/rm-pagi-sore-kemang,Kemang , Indonesia,4.5,4.3,4.3,4.3,4.3,Senin - Minggu (10:00 - 24:00),"Tunai, Visa, Master, Debet",WifiPesan antarArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Benda Bawah No. 75, Kemang, Jakarta Selatan",021 22785555,Di bawah Rp. 50.000 /orang
"Nure House 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/nure-house-ciracas,Ciracas , Kafe,4.3,4.5,4.4,4.6,4.6,Senin - Minggu (08:00 - 22:00),"Tunai, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Raya Kelapa Dua Wetan No. 12, Ciracas, Jakarta Timur",082223133289,Di bawah Rp. 50.000 /orang
"Dewaji Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/dewaji-coffee-buah-batu,Buah Batu , Kafe,4.3,4.3,4.1,4.4,4.3,Senin - Minggu (08:00 - 23:00),"Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Suryalaya Tengah No. 16, Buah Batu, Bandung",087781802128,Di bawah Rp. 50.000 /orang
"Terai Coffeatery 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/terai-coffeatery-dago-atas,Dago Atas , Kafe,4.1,4.4,4.1,4.2,4.2,"Senin - Jumat (09:00 - 22:00), Sabtu - Minggu (08:00 - 22:00)","Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Tubagus Ismail Raya No. 175, Dago Atas, Bandung",085216479268,Di bawah Rp. 50.000 /orang
"Legato Gelato 
                [ Es Krim ]",https://pergikuliner.com/restaurants/tangerang/legato-gelato-gading-serpong,Gading Serpong , Es Krim,4.3,3.8,4.4,4.0,4.1,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Ruko Golden 8, Blok D No. 30Jl. Ki Hajar Dewantara, Gading Serpong, Serpong, Tangerang","087880830006,  081380830006",Di bawah Rp. 50.000 /orang
"KINA 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/kina-senopati,Senopati , Kafe,4.1,4.5,3.6,4.3,4.2,Senin - Minggu (07:00 - 24:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Jl. Birah II No. 82, Senopati, Kebayoran Baru, Jakarta Selatan",088908880282,Rp. 100.000 - Rp. 200.000 /orang
"Pondok Kemangi 
                [ Indonesia ]",https://pergikuliner.com/restaurants/jakarta/pondok-kemangi-pluit,Pluit , Indonesia,4.5,4.2,3.9,3.7,3.9,Senin - Minggu (11:00 - 22:00),"Tunai, Visa, Master, Debet",WifiPesan antarArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Jl. Pluit Samudra No. 10, Pluit, Penjaringan, Jakarta Utara","082130447959,  021 22665191",Rp. 100.000 - Rp. 200.000 /orang
"Ayang Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/ayang-coffee-cibiru,Cibiru , Kafe,4.8,4.4,5.0,4.6,4.6,"Senin - Jumat (13:00 - 22:00), Sabtu (13:00 - 24:00), Minggu (13:00 - 22:00)","Tunai, Ovo",WifiArea merokokArea outdoor100% Halal,"Jl. Flamboyan No. 7A, Cibiru, Bandung",087825462782,Di bawah Rp. 50.000 /orang
"Pancious 
                [ Italia ]",https://pergikuliner.com/restaurants/surabaya/pancious-wiyung,Wiyung , Italia,4.5,4.4,4.1,4.0,4.2,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",100% HalalArea parkirAlkohol,"Pakuwon Mall, Lantai 2, Food SocietyJl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",031 99148331,Rp. 100.000 - Rp. 200.000 /orang
"Kintan Buffet 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/kintan-buffet-slipi,Slipi , Jepang,4.4,4.1,4.0,4.2,4.0,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",100% HalalBisa reservasiArea parkir,"Central Park, Lantai 1Jl. Letjen S. Parman, Slipi, Jakarta Barat",021 29508715,Di atas Rp. 200.000 /orang
"Ngedagging 
                [ Indonesia ]",https://pergikuliner.com/restaurants/tangerang/ngedagging-karang-tengah,Karang Tengah , Indonesia,4.4,3.9,4.4,4.2,4.1,Senin - Minggu (11:00 - 22:00),Tunai,Wifi100% Halal,"Jl. Raden Saleh No. 88, Karang Tengah, Tangerang",081292929373,Di bawah Rp. 50.000 /orang
"Sangkara 
                [ Kafe ]",https://pergikuliner.com/restaurants/bogor/sangkara-bogor-utara,Bogor Utara , Kafe,5.0,5.0,5.0,4.3,4.5,Senin - Minggu (08:00 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Achmad Adnawijaya No. 151 - 153, Bogor Utara, Bogor",087711085444,Rp. 50.000 - Rp. 100.000 /orang
"Sushi Tei 
                [ Jepang ]",https://pergikuliner.com/restaurants/bandung/sushi-tei-gatot-subroto,Gatot Subroto , Jepang,4.4,4.3,3.8,4.1,4.4,"Senin - Kamis (11:00 - 20:30), Jumat - Minggu (10:30 - 20:30)","Tunai, Visa, Master, Debet",Area outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Trans Studio Mall Bandung, Lantai GroundJl. Gatot Subroto No. 289, Gatot Subroto, Bandung",022 86012393,Rp. 100.000 - Rp. 200.000 /orang
"Marutama Ra-men 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/marutama-ra-men-karet-kuningan,Karet Kuningan , Jepang,4.3,3.9,4.0,4.6,4.6,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",Wifi100% HalalArea parkir,"Lotte Mall Jakarta, Lantai 3Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",021 29889627,Rp. 100.000 - Rp. 200.000 /orang
"Shabu Shiro 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/shabu-shiro-senopati,Senopati , Jepang,4.3,4.2,3.9,4.3,4.3,Senin - Minggu (11:00 - 23:00),"Hanya Non-Tunai: Visa, Master, Debet, QRIS",WifiArea merokokRuang VIPBisa reservasiArea parkirAlkohol,"Jl. Cikajang No. 78, Senopati, Kebayoran Baru, Jakarta Selatan",085156070166,Di atas Rp. 200.000 /orang
"Kimukatsu 
                [ Jepang ]",https://pergikuliner.com/restaurants/tangerang/kimukatsu-bintaro,Bintaro , Jepang,4.4,4.1,4.1,4.1,4.3,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",100% HalalBisa reservasiArea parkir,"Bintaro Jaya Xchange Mall, Lantai GroundJl. Boulevard Bintaro Jaya, Bintaro, Tangerang Selatan",021 27623843,Rp. 50.000 - Rp. 100.000 /orang
"Seroja Bake 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/seroja-bake-riau,Riau , Kafe,3.9,4.2,4.0,4.2,4.4,"Senin - Kamis (08:00 - 20:00), Jumat - Sabtu (08:00 - 22:00), Minggu (08:00 - 20:00)",Tunai,WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Cihapit No. 21, Riau, Bandung","081314855677,  081223294833",Di bawah Rp. 50.000 /orang
"Ganesha Ek Sanskriti 
                [ India ]",https://pergikuliner.com/restaurants/jakarta/ganesha-ek-sanskriti-sudirman,Sudirman , India,4.3,4.4,3.7,4.3,4.3,Senin - Minggu (11:00 - 23:00),"Tunai, Visa, Master, Debet",WifiPesan antarArea merokok100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Center Park Building, BRI II, Lantai 9Jl. Jenderal Sudirman, Sudirman, Jakarta Pusat","021 5719415,  021 5713567",Rp. 100.000 - Rp. 200.000 /orang
"Magia Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/magia-coffee-fatmawati,Fatmawati , Kafe,4.2,4.4,3.9,4.2,4.0,Senin - Minggu (08:00 - 23:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasi,"Jl. Fatmawati (Dekat MRT H. Nawi), Fatmawati, Jakarta Selatan",08176969030,Rp. 50.000 - Rp. 100.000 /orang
"Waroeng Up2date 
                [ Kafe ]",https://pergikuliner.com/restaurants/bogor/waroeng-up2date-cibinong,Cibinong , Kafe,4.1,4.9,4.6,4.4,4.4,Senin - Minggu (10:00 - 24:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Raya Tegar Beriman No. 38, Cibinong, Bogor",087877883700,Di bawah Rp. 50.000 /orang
"De Grote Cafe 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/de-grote-cafe-dago-atas,Dago Atas , Kafe,4.1,4.9,4.6,4.6,4.3,"Senin - Jumat (08:00 - 22:00), Sabtu (08:00 - 23:00), Minggu (08:00 - 22:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiPesan antarArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Cibengang No. 27, Dago Atas, Bandung","022 20471073,  081779951786",Rp. 50.000 - Rp. 100.000 /orang
"The Pancake Co. by DORE 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/the-pancake-co-by-dore-tanjung-duren,Tanjung Duren , Kafe,4.7,5.0,3.6,4.7,4.1,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Hublife, Lantai GroundJl. Tanjung Duren Timur No. 2, Tanjung Duren, Jakarta Barat","021 50106522,  081296209445",Rp. 100.000 - Rp. 200.000 /orang
"PokenbiR 
                [ Barat ]",https://pergikuliner.com/restaurants/jakarta/pokenbir-kuningan,Kuningan , Barat,4.5,3.9,3.8,4.0,4.0,"Senin - Kamis (10:30 - 22:00), Jumat - Sabtu (10:30 - 23:00), Minggu (10:30 - 22:00)","Tunai, Visa, Master, Debet",WifiBisa reservasiArea parkirAlkohol,"Lippo Kuningan Building, Lantai GroundJl. HR Rasuna Said Kav. 12B, Kuningan, Jakarta Selatan","021 29110145,  081210016657",Rp. 100.000 - Rp. 200.000 /orang
"Volcan Coffee & Space 
                [ Kafe ]",https://pergikuliner.com/restaurants/bogor/volcan-coffee-dan-space-bogor-tengah,Bogor Tengah , Kafe,4.1,4.9,4.2,4.2,4.1,Senin - Minggu (11:00 - 21:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Guntur No. 34, Bogor Tengah, Bogor",085215767898,Di bawah Rp. 50.000 /orang
"AMS&DAM 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/ams-dan-dam-pasar-baru,Pasar Baru , Kafe,4.1,4.6,4.2,4.6,4.4,"Senin - Jumat (09:00 - 20:00), Sabtu - Minggu (08:00 - 19:00)","Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoorRuang VIPBisa reservasiArea parkir,"Jl. Pintu Air V No. 49, Pasar Baru, Sawah Besar, Jakarta Pusat",085950811000,Di bawah Rp. 50.000 /orang
"Es Puter Pak Min 
                [ Es Krim ]",https://pergikuliner.com/restaurants/surabaya/es-puter-pak-min-manyar,Manyar , Es Krim,4.9,3.7,4.7,4.5,3.9,Senin - Minggu (17:00 - 21:30),Tunai,Area merokok100% HalalArea parkir,"Jl. Manyar Kertoarjo V No. 35, Manyar, Surabaya",085850374316,Di bawah Rp. 50.000 /orang
"Kedaiwa 
                [ Indonesia ]",https://pergikuliner.com/restaurants/jakarta/kedaiwa-muara-karang,Muara Karang , Indonesia,4.1,4.5,4.4,4.5,4.4,"Senin - Sabtu (08:00 - 19:00), Minggu Tutup","Tunai, Visa, Master, Debet",WifiArea merokokArea outdoorBisa reservasiArea parkir,"Jl. Pluit Karang Barat Blok O6 Barat No. 15B, Muara Karang, Penjaringan, Jakarta Utara",021 22671503,Di bawah Rp. 50.000 /orang
"Backdoor 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/backdoor-cengkareng-2,Cengkareng , Kafe,4.3,4.6,3.9,4.4,4.6,Senin - Minggu (11:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkirAlkohol,"Ruko Sixth Avenue, West Land, Blok H6A No. 3 & 5Jl. Raya Citra Garden 6, Cengkareng, Jakarta Barat",081902718886,Rp. 50.000 - Rp. 100.000 /orang
"Gion Japanese Grill & Chill 
                [ Jepang ]",https://pergikuliner.com/restaurants/bandung/gion-japanese-grill-dan-chill-pasteur,Pasteur , Jepang,4.5,4.6,4.0,4.5,4.5,"Senin (16:00 - 22:00), Selasa - Kamis (11:00 - 22:00), Jumat - Sabtu (11:00 - 24:00), Minggu (09:00 - 21:00)","Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"WU Tower, Lantai 8Jl. Dr. Djunjunan No. 588, Pasteur, Bandung",0811239091,Rp. 100.000 - Rp. 200.000 /orang
McDonald's,https://pergikuliner.com/restaurants/jakarta/mcdonald-s-mampang,,,4.2,4.1,4.2,4.1,4.3,24 Jam,"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor24 Jam100% HalalBisa reservasiArea parkir,"Jl. Mampang Prapatan No. 90, Mampang, Jakarta Selatan",081196912650,Di bawah Rp. 50.000 /orang
"Paris di Jakarta 
                [ Barat ]",https://pergikuliner.com/restaurants/bekasi/paris-di-jakarta-bekasi-timur,Bekasi Timur , Barat,4.3,4.0,3.9,4.5,4.1,"Senin - Jumat (10:00 - 22:00), Sabtu (10:00 - 23:00), Minggu (10:00 - 22:00)","Tunai, Debet, Go-pay, Ovo",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Perumnas 3Jl. P Bali Raya Blok G No. 7, Bekasi Timur, Bekasi",085880868210,Rp. 50.000 - Rp. 100.000 /orang
"Persegi Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/persegi-coffee-cihampelas,Cihampelas , Kafe,3.9,4.5,3.9,4.4,4.3,Senin - Minggu (08:00 - 22:00),Tunai,Area merokokArea outdoor,"Jl. Cihampelas No. 144, Cihampelas, Bandung",081288038802,Di bawah Rp. 50.000 /orang
"Toscana 
                [ Italia ]",https://pergikuliner.com/restaurants/jakarta/toscana-kemang,Kemang , Italia,4.3,4.1,4.0,4.4,4.2,"Senin - Kamis (16:00 - 22:00), Jumat - Minggu (12:00 - 22:00)","Tunai, Visa, Master, Debet",WifiArea merokokArea outdoorBisa reservasiArea parkirAlkohol,"Jl. Kemang Raya No. 120, Kemang, Jakarta Selatan","021 7181216,  021 7181217,  081298434560",Rp. 100.000 - Rp. 200.000 /orang
"Feel Matcha 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/feel-matcha-kemang,Kemang , Kafe,4.4,4.0,4.3,3.9,4.1,Senin - Minggu (09:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokok100% HalalArea parkir,"Jl. Kemang Timur XI No. 47, Kemang, Jakarta Selatan",08119882611,Di bawah Rp. 50.000 /orang
"Honu Poke & Matcha Bar 
                [ Hawaii ]",https://pergikuliner.com/restaurants/jakarta/honu-poke-dan-matcha-bar-kemang,Kemang , Hawaii,4.4,4.1,3.8,3.9,4.2,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiBisa reservasiArea parkir,"Jl. Kemang Selatan No. 125, Kemang, Jakarta Selatan","021 71793580,  0817383631",Rp. 50.000 - Rp. 100.000 /orang
"Bugaritz 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/bugaritz-dipatiukur,Dipatiukur , Kafe,4.3,4.5,3.7,4.3,4.4,"Senin - Kamis (10:00 - 21:00), Jumat - Sabtu (10:00 - 22:00), Minggu (10:00 - 21:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Hasanudin No. 5, Dipatiukur, Bandung",081290808072,Rp. 50.000 - Rp. 100.000 /orang
"Union 
                [ Barat ]",https://pergikuliner.com/restaurants/jakarta/union-slipi,Slipi , Barat,4.3,4.2,3.5,4.1,4.3,"Senin - Kamis (10:00 - 23:00), Jumat - Sabtu (10:00 - 24:00), Minggu (10:00 - 23:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo",WifiPesan antarArea merokokArea outdoorBisa reservasiArea parkirAlkohol,"Central Park, Tribeca Park, Lantai GroundJl. Letjen S. Parman, Slipi, Jakarta Barat",021 5698518182,Rp. 100.000 - Rp. 200.000 /orang
"Ben Gong's Tea 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/ben-gong-s-tea-thamrin,Thamrin , Kafe,4.4,3.9,3.9,3.9,4.2,Senin - Minggu (10:00 - 21:00),"Hanya Non-Tunai: Visa, Master, Debet, Go-pay, Ovo, Dana",100% HalalArea parkir,"Plaza Indonesia, Lantai 4Jl. MH Thamrin, Thamrin, Jakarta Pusat",0811133119,Di bawah Rp. 50.000 /orang
"Marugame Udon 
                [ Jepang ]",https://pergikuliner.com/restaurants/surabaya/marugame-udon-wiyung,Wiyung , Jepang,4.6,4.0,3.9,4.3,4.3,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",100% HalalArea parkir,"Pakuwon Mall, Lantai Basement 1Jl. Puncak Indah Lontar No. 2, Wiyung, Surabaya",08113469412,Rp. 50.000 - Rp. 100.000 /orang
"Shabu Hachi 
                [ Jepang ]",https://pergikuliner.com/restaurants/tangerang/shabu-hachi-gading-serpong,Gading Serpong , Jepang,4.7,4.7,4.3,4.2,4.8,"Senin - Jumat (11:00 - 21:00), Sabtu - Minggu (10:00 - 21:00)","Tunai, Visa, Master, Debet",Wifi100% HalalBisa reservasiArea parkir,"South 78 - VIVEREJl. Scientia Boulevard Gading, Gading Serpong, Serpong, Tangerang","081197116745,  081197116746",Di atas Rp. 200.000 /orang
"Nefis Kebab House 
                [ Arab/Timur Tengah ]",https://pergikuliner.com/restaurants/jakarta/nefis-kebab-house-menteng,Menteng , Arab/Timur Tengah,4.5,4.7,4.2,4.8,4.8,Senin - Minggu (11:00 - 21:00),"Hanya Non-Tunai: Debet, Go-pay, Ovo",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"ShopHaus MentengJl. Teuku Cik Ditiro No. 36, Menteng, Jakarta Pusat",081213697035,Di bawah Rp. 50.000 /orang
"Yuimaru 
                [ Jepang ]",https://pergikuliner.com/restaurants/tangerang/yuimaru-bsd,BSD , Jepang,4.3,4.8,4.2,4.8,4.8,Senin - Minggu (11:00 - 21:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"North Point Business Loft BSDJl. BSD Boulevard Utara No. 59, BSD, Serpong, Tangerang Selatan",021 55698403,Rp. 100.000 - Rp. 200.000 /orang
"Noble by Zab Thai 
                [ Thailand ]",https://pergikuliner.com/restaurants/jakarta/noble-by-zab-thai-pantai-indah-kapuk,Pantai Indah Kapuk , Thailand,4.2,4.3,3.6,4.2,4.3,Senin - Minggu (11:00 - 23:00),"Tunai, Visa, Master, Debet",WifiArea merokokRuang VIPBisa reservasiArea parkirAlkohol,"Ruko Beach Boulevard, Blok B No. 23Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara( Alamat Lama:Jl. Gunawarman No. 41, Senopati, Kebayoran Baru, Jakarta Selatan)",081388700623,Rp. 100.000 - Rp. 200.000 /orang
"Papercup Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/surabaya/papercup-coffee-kayoon,Kayoon , Kafe,4.1,4.2,4.0,4.2,4.3,"Senin - Kamis (08:00 - 23:00), Jumat - Sabtu (08:00 - 24:00), Minggu (08:00 - 23:00)","Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"SPBU KayoonJl. Kayoon No. 48, Kayoon, Surabaya",085155088170,Di bawah Rp. 50.000 /orang
"Ojju 
                [ Korea ]",https://pergikuliner.com/restaurants/jakarta/ojju-slipi,Slipi , Korea,4.2,3.9,3.9,4.3,4.2,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Ovo, Dana",100% HalalArea parkir,"Central Park, Lantai Lower GroundJl. Letjen S. Parman, Slipi, Jakarta Barat",021 56985257,Rp. 50.000 - Rp. 100.000 /orang
"Shabu Hachi 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/shabu-hachi-gatot-subroto,Gatot Subroto , Jepang,4.3,4.6,4.3,4.3,4.2,"Senin - Jumat (11:00 - 21:00), Sabtu - Minggu (10:00 - 21:00)","Tunai, Visa, Master, Debet",Wifi100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Gatot Subroto No. 14, Gatot Subroto, Jakarta Selatan","081197116701,  081197116702",Di atas Rp. 200.000 /orang
"7 Speed Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/7-speed-coffee-panglima-polim,Panglima Polim , Kafe,4.0,4.6,3.7,4.2,4.2,Senin - Minggu (06:00 - 22:00),"Hanya Non-Tunai: Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Panglima Polim III No. 9, Panglima Polim, Kebayoran Baru, Jakarta Selatan",0811977934,Rp. 50.000 - Rp. 100.000 /orang
"OMG! Oh My Grill 
                [ Korea ]",https://pergikuliner.com/restaurants/jakarta/omg-oh-my-grill-kelapa-gading,Kelapa Gading , Korea,4.2,3.9,4.5,4.1,4.0,Senin - Minggu (12:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokok100% HalalBisa reservasiArea parkir,"Jl. Boulevard Raya Blok QJ1 No. 18 - 19, Kelapa Gading, Jakarta Utara",081383222711,Rp. 100.000 - Rp. 200.000 /orang
"Wheels Coffee Roasters 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/wheels-coffee-roasters-cipaganti,Cipaganti , Kafe,4.2,4.4,3.9,4.0,4.4,"Senin - Kamis (07:00 - 21:00), Jumat - Minggu (07:00 - 22:00)","Tunai, Visa, Master, Debet",WifiPesan antarArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Prof. Eyckman No. 32, Cipaganti, Bandung","081280050729,  081280050728",Rp. 50.000 - Rp. 100.000 /orang
"Old Ben's 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/old-ben-s-dago-bawah,Dago Bawah , Kafe,4.4,4.5,3.6,4.0,4.1,Senin - Minggu (08:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Diponegoro No. 3A, Dago Bawah, Bandung",087824269298,Rp. 50.000 - Rp. 100.000 /orang
"Rica Rico Cakery 
                [ Toko Kue ]",https://pergikuliner.com/restaurants/jakarta/rica-rico-cakery-pluit,Pluit , Toko Kue,4.9,3.9,4.6,4.7,4.6,Senin - Minggu (10:00 - 21:00),"Tunai, Visa, Master, Debet",100% HalalArea parkir,"Emporium Pluit Mall, Lantai Lower GroundJl. Pluit Selatan Raya, Pluit, Penjaringan, Jakarta Utara",Tidak Ada No Telepon,Di bawah Rp. 50.000 /orang
"Kemang Cafe 
                [ Kafe ]",https://pergikuliner.com/restaurants/bekasi/kemang-cafe-rawalumbu,Rawalumbu , Kafe,4.0,4.4,4.1,4.4,4.4,Senin - Minggu (08:00 - 22:00),Tunai,WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Kemang Pratama Raya Blok B No. 12, Rawalumbu, Bekasi",082123199069,Rp. 50.000 - Rp. 100.000 /orang
"Kitchenette 
                [ Barat, Italia ]",https://pergikuliner.com/restaurants/jakarta/kitchenette-puri-2,Puri ," Barat, Italia",4.4,4.4,3.9,4.1,4.2,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",WifiArea merokokArea outdoorArea parkirAlkohol,"St Moritz Mall (Lippo Mall Puri), Lantai GroundJl. Puri Indah Boulevard Blok U1, Puri, Jakarta Barat",021 80600205,Rp. 100.000 - Rp. 200.000 /orang
"Hachi Grill 
                [ Jepang ]",https://pergikuliner.com/restaurants/tangerang/hachi-grill-alam-sutera,Alam Sutera , Jepang,4.2,4.2,4.0,4.3,4.4,"Senin - Kamis (11:00 - 21:00), Jumat (11:00 - 22:00), Sabtu - Minggu (10:00 - 22:00)","Tunai, Visa, Master, Debet",Wifi100% HalalBisa reservasiArea parkir,"Jl. Sutera Niaga III No. 2, Alam Sutera, Serpong, Tangerang Selatan","081211116057,  081211116058,  081211116059",Di atas Rp. 200.000 /orang
"Sushi Tei 
                [ Jepang ]",https://pergikuliner.com/restaurants/surabaya/sushi-tei-mulyorejo,Mulyorejo , Jepang,4.5,4.2,4.0,4.1,4.2,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",100% HalalBisa reservasiArea parkir,"Galaxy Mall 1, Lantai 1Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",031 5915880,Rp. 100.000 - Rp. 200.000 /orang
